#The Product Types Ontology by E-Business and Web Science Research Group at Bundeswehr University Munich: This ontology contains 300,000 precise definitions for types of product or services that extend the schema.org and GoodRelations standards for e-commerce markup.;Product Ontology is application level ontology
Gas_turbine|Gas turbine 
Souvenir|Souvenir 
Raincoat|Raincoat 
Musical_instrument|Musical instrument 
Aroma_compound|Aroma compound 
DVD|DVD 
Counsel|Counsel 
Calzone|Calzone 
Carpet_cleaning|Carpet cleaning 
Spade|Spade 
Typewriter|Typewriter 
Hawaiian_pizza|Hawaiian pizza 
Absorption_wavemeter|Absorption wavemeter 
Ejection_seat|Ejection seat 
Hataki|Hataki 
Lophotrochozoa|Lophotrochozoa 
Cloud_computing|Cloud computing 
Socket_wrench|Socket wrench 
ZN414|ZN414 
Ear_pick|Ear pick 
Light_switch|Light switch 
Hollandaise_sauce|Hollandaise sauce 
Pea|Pea 
Amiga_4000|Amiga 4000 
Pig_scalder|Pig scalder 
Fruit|Fruit 
Flettner_airplane|Flettner airplane 
Vulcanization|Vulcanization 
Bacon_and_cabbage|Bacon and cabbage 
Fixed_ladder|Fixed ladder 
Pippo_Baudo|Pippo Baudo 
|Tieback (geotechnical) 
|Lamp (electrical component) 
Resistor|Resistor 
Ceramic_capacitor|Ceramic capacitor 
Hand_fan|Hand fan 
Microwave_oven|Microwave oven 
Wax_comb|Wax comb 
|GMC (automobile) 
Grinding_wheel|Grinding wheel 
LED_lamp|LED lamp 
Action_film|Action film 
Sushi|Sushi 
Moka_pot|Moka pot 
Laundry_ball|Laundry ball 
|Printer (computing) 
Kuchen|Kuchen 
Wedding_dress|Wedding dress 
Camcorder|Camcorder 
Cheese|Cheese 
BMX_bike|BMX bike 
Dentist|Dentist 
Tomato_paste|Tomato paste 
Entrenching_tool|Entrenching tool 
Electrohydraulic_servo_valve|Electrohydraulic servo valve 
Chionoecetes|Chionoecetes 
sse|Pfeffernüsse 
Flail|Flail 
Jerusalem_stone|Jerusalem stone 
Footstool|Footstool 
Mitre_box|Mitre box 
|Sponge (material) 
Sukhoi_Su-27|Sukhoi Su-27 
Bread|Bread 
Ice_scraper|Ice scraper 
Hedge_trimmer|Hedge trimmer 
Camera|Camera 
Chainsaw|Chainsaw 
Roland_MT-32|Roland MT-32 
Pentium_Pro|Pentium Pro 
Dolabra|Dolabra 
Chisel|Chisel 
Certificate_of_deposit|Certificate of deposit 
Coffeemaker|Coffeemaker 
Chocolate_chip|Chocolate chip 
Teleme_cheese|Teleme cheese 
bejna|?bejna 
Hot-melt_adhesive|Hot-melt adhesive 
Spike_maul|Spike maul 
Thermostat|Thermostat 
USB_flash_drive|USB flash drive 
Sop|Sop 
Bigeye_tuna|Bigeye tuna 
Mallet|Mallet 
Die_grinder|Die grinder 
RISC_Single_Chip|RISC Single Chip 
Medieval_letter_tile|Medieval letter tile 
Salad|Salad 
vre_noir|Chèvre noir 
Audi|Audi 
Modular_synthesizer|Modular synthesizer 
|Fixture (tool) 
Over-the-counter_drug|Over-the-counter drug 
Hochzeitssuppe|Hochzeitssuppe 
Cereal_germ|Cereal germ 
Silo_cleaning|Silo cleaning 
Samovar|Samovar 
Concrete_saw|Concrete saw 
Pipecutter|Pipecutter 
Photoionization_detector|Photoionization detector 
Hotel|Hotel 
Power_transfer_unit|Power transfer unit 
Chesdale_Cheese|Chesdale Cheese 
Wedding_sari|Wedding sari 
|Broaching (metalworking) 
Orange_juice|Orange juice 
Necklace|Necklace 
Vacation_rental|Vacation rental 
AAAA_battery|AAAA battery 
csa|Pogácsa 
Folar|Folar 
Stapler|Stapler 
Zwieback|Zwieback 
Summer_camp|Summer camp 
|Crowbar (tool) 
Home_wiring|Home wiring 
Green_goddess_dressing|Green goddess dressing 
Yeast_extract|Yeast extract 
Audiobook|Audiobook 
Alloy-junction_transistor|Alloy-junction transistor 
Perfboard|Perfboard 
Common_bream|Common bream 
Bebinca|Bebinca 
|Mangle (machine) 
Pearlescent_coating|Pearlescent coating 
Air_filter|Air filter 
Brathering|Brathering 
Sewing_table|Sewing table 
Drawdown_card|Drawdown card 
Piton|Piton 
Originality|Originality 
Beer_tap|Beer tap 
Buttermilk|Buttermilk 
Fish_and_chips|Fish and chips 
Traffic_collision_avoidance_system|Traffic collision avoidance system 
Black_Forest_cake|Black Forest cake 
Lint_roller|Lint roller 
T-shirt|T-shirt 
Tricam|Tricam 
Court-bouillon|Court-bouillon 
Lenovo|Lenovo 
Hard_disk_drive|Hard disk drive 
Chura_kampo|Chura kampo 
Taxicab|Taxicab 
Cardboard_furniture|Cardboard furniture 
Wisconsin_cheese|Wisconsin cheese 
London|London 
Laundry|Laundry 
Lime_plaster|Lime plaster 
Candy_cane|Candy cane 
Battenberg_cake|Battenberg cake 
Kirpi|Kirpi 
Sauce|Sauce 
Dress_shoe|Dress shoe 
Brushed_DC_electric_motor|Brushed DC electric motor 
Resilient_asphalt|Resilient asphalt 
Stichelhaar|Stichelhaar 
Christmas_cake|Christmas cake 
OLE_DB|OLE DB 
Daktyla|Daktyla 
Pliers|Pliers 
Knife|Knife 
Mayonnaise|Mayonnaise 
Oscypek|Oscypek 
Mohnnudel|Mohnnudel 
Reserve_wine|Reserve wine 
IPhone|IPhone 
Soup_spoon|Soup spoon 
Film_capacitor|Film capacitor 
Crosscut_saw|Crosscut saw 
Writing_desk|Writing desk 
Middleware|Middleware 
Lawn_aerator|Lawn aerator 
_au_lait|Café au lait 
Dolcelatte|Dolcelatte 
wki|Makówki 
|Grigri (climbing) 
Gold|Gold 
Brannock_Device|Brannock Device 
Data_as_a_Service|Data as a Service 
Traffic_barrier|Traffic barrier 
Soup|Soup 
Swiss_Army_knife|Swiss Army knife 
Relay_valve|Relay valve 
Gum_arabic|Gum arabic 
Film|Film 
Ham|Ham 
Application_programming_interface|Application programming interface 
Smartphone|Smartphone 
Main_course|Main course 
Pyranometer|Pyranometer 
Sauna|Sauna 
Fire_hose|Fire hose 
Tire|Tire 
Hasenpfeffer|Hasenpfeffer 
Blade|Blade 
Storey|Storey 
Apple|Apple 
Kaiser_blade|Kaiser blade 
Bisquick|Bisquick 
Portland_cement|Portland cement 
Steel_wool|Steel wool 
Aerated_Bread_Company|Aerated Bread Company 
Stocking|Stocking 
Saloio|Saloio 
JDBC_driver|JDBC driver 
Pump|Pump 
Ammeter|Ammeter 
Digital_camera|Digital camera 
AAA_battery|AAA battery 
Manna|Manna 
Gear_shaper|Gear shaper 
Duxelles|Duxelles 
Auction|Auction 
Kwaito_cheese|Kwaito cheese 
Passenger_service_unit|Passenger service unit 
Sickle|Sickle 
Endling|Endling 
Bathroom_cabinet|Bathroom cabinet 
Voltmeter|Voltmeter 
Fareham_red_brick|Fareham red brick 
Flagstone|Flagstone 
Stroboscope|Stroboscope 
OLE_DB_provider|OLE DB provider 
Torch|Torch 
E-book|E-book 
Gray_iron|Gray iron 
Soft_drink|Soft drink 
Epoxy|Epoxy 
Red_Windsor|Red Windsor 
Poseidon_drowning_detection_system|Poseidon drowning detection system 
Sussex_Slipcote|Sussex Slipcote 
Indulgence|Indulgence 
Solar_inverter|Solar inverter 
LCD_projector|LCD projector 
Lumpsucker|Lumpsucker 
Sharpening_jig|Sharpening jig 
Boat|Boat 
Roncal_cheese|Roncal cheese 
Cloak|Cloak 
Tin_soldier|Tin soldier 
s_literature|Children's literature 
Pinch_valve|Pinch valve 
Opel|Opel 
Mincemeat|Mincemeat 
Bakery_mix|Bakery mix 
Woodchipper|Woodchipper 
Bakewell_tart|Bakewell tart 
Japanese_cutlery|Japanese cutlery 
Platypus|Platypus 
Garden_furniture|Garden furniture 
Monocrete_construction|Monocrete construction 
Real_estate|Real estate 
Sodium_hypochlorite|Sodium hypochlorite 
Fruit_preserves|Fruit preserves 
Resettable_fuse|Resettable fuse 
Concrete|Concrete 
Sleeping_bag|Sleeping bag 
Massage|Massage 
Sugar|Sugar 
Vodka|Vodka 
Tour_operator|Tour operator 
Vienna_bread|Vienna bread 
Caesium|Caesium 
Bappir|Bappir 
Bouillon_cube|Bouillon cube 
Cream_cheese|Cream cheese 
ingi|Höfðingi 
Gold_leaf|Gold leaf 
Scroll_saw|Scroll saw 
Personal_injury_lawyer|Personal injury lawyer 
Pipe_cleaner|Pipe cleaner 
Masonry|Masonry 
Wall_chaser|Wall chaser 
Cheesecake|Cheesecake 
Chinese_food_therapy|Chinese food therapy 
NEMA_connector|NEMA connector 
Relational_database_management_system|Relational database management system 
Black_tie|Black tie 
Xenoturbella|Xenoturbella 
Rumtopf|Rumtopf 
Stereophonic_sound|Stereophonic sound 
Bohrium|Bohrium 
Safari|Safari 
Website|Website 
stost|Prästost 
Carpet|Carpet 
Ramandolo|Ramandolo 
Zeitgeist|Zeitgeist 
Sclerometer|Sclerometer 
Instant_coffee|Instant coffee 
|Salsa (dance) 
Caviar|Caviar 
Safety_barrier|Safety barrier 
Hartford_Marathon|Hartford Marathon 
Maternity_clothing|Maternity clothing 
French_toast|French toast 
Floro_PDW|Floro PDW 
Suction_cup|Suction cup 
Grocery_store|Grocery store 
Management_consulting|Management consulting 
Relational_database|Relational database 
Carpenter_pencil|Carpenter pencil 
Cranberry_sauce|Cranberry sauce 
AC_power_plugs_and_sockets|AC power plugs and sockets 
ChromaFlair|ChromaFlair 
Blue_cheese_dressing|Blue cheese dressing 
Deposit_account|Deposit account 
Web_server|Web server 
Easy_Edges|Easy Edges 
Piston_pump|Piston pump 
Globe_valve|Globe valve 
Keyhole_saw|Keyhole saw 
Rice_paper|Rice paper 
Wine|Wine 
Tachometer|Tachometer 
Malted_milk|Malted milk 
Halligan_bar|Halligan bar 
Road_bicycle|Road bicycle 
Human_resources|Human resources 
|Lucid (Absinthe) 
Student|Student 
Roux|Roux 
del|Knödel 
Television_set|Television set 
Bow_drill|Bow drill 
Fibre_cement|Fibre cement 
Stainless_steel|Stainless steel 
Hex_key|Hex key 
Toyota|Toyota 
Gift|Gift 
Plastic_surgery|Plastic surgery 
Box-spring|Box-spring 
Ozone_monitor|Ozone monitor 
Tawashi|Tawashi 
Lye_roll|Lye roll 
IMac_G4|IMac G4 
|Hackle (wig making) 
Mett|Mett 
Bidet|Bidet 
Diode|Diode 
Disinfectant|Disinfectant 
Database|Database 
Hand_compass|Hand compass 
Clinker_brick|Clinker brick 
Friends|Friends 
Bicycle|Bicycle 
Mandazi|Mandazi 
Liptauer|Liptauer 
La_Serena_cheese|La Serena cheese 
Beer_garden|Beer garden 
Marketing_strategy|Marketing strategy 
Yam_naem|Yam naem 
Stuffing|Stuffing 
Uniform|Uniform 
Patio|Patio 
Enterprise_service_bus|Enterprise service bus 
Rivet_gun|Rivet gun 
Silica_gel|Silica gel 
Ignition_coil|Ignition coil 
Sideboard|Sideboard 
Opgezwolle|Opgezwolle 
Supermarket|Supermarket 
Broadfork|Broadfork 
Armoire_desk|Armoire desk 
Hole_punch|Hole punch 
Photoperiodism|Photoperiodism 
Apple_cake|Apple cake 
Building|Building 
Maredsous_Abbey|Maredsous Abbey 
Laptop|Laptop 
ADO.NET_data_provider|ADO.NET data provider 
Funeral_home|Funeral home 
Wire_brush|Wire brush 
Carabiner|Carabiner 
Eintopf|Eintopf 
Potting_bench|Potting bench 
Milling_cutter|Milling cutter 
Hair_dryer|Hair dryer 
_coffee|Frappé coffee 
BNC_connector|BNC connector 
Tipi|Tipi 
Video_game|Video game 
Ticagrelor|Ticagrelor 
Stone_and_muller|Stone and muller 
Canadian_White|Canadian White 
Soldering_iron|Soldering iron 
Whisky|Whisky 
Tartrazine|Tartrazine 
Corsned|Corsned 
Transformer|Transformer 
|Bass (fish) 
Strap_wrench|Strap wrench 
Putty_knife|Putty knife 
Proportioning_valve|Proportioning valve 
Army_men|Army men 
Pocket|Pocket 
Powidl|Powidl 
Penny_bun|Penny bun 
Dryer_ball|Dryer ball 
Pen|Pen 
Broom|Broom 
David_Letterman|David Letterman 
Loudspeaker|Loudspeaker 
Anthotyros|Anthotyros 
Rotary_storage|Rotary storage 
Pita|Pita 
Hendl|Hendl 
Anamosa_Limestone|Anamosa Limestone 
African_red_slip|African red slip 
Brown_bread|Brown bread 
Scissors|Scissors 
Copra|Copra 
|Riddle (tool) 
Package_tour|Package tour 
Coping_saw|Coping saw 
Lobe_pump|Lobe pump 
Comparator|Comparator 
Advocacy|Advocacy 
Eternit|Eternit 
|Jig (tool) 
Egg_wash|Egg wash 
Apfelschorle|Apfelschorle 
Internet_Relay_Chat_bot|Internet Relay Chat bot 
Cyanoacrylate|Cyanoacrylate 
Phenol|Phenol 
Heat_pump|Heat pump 
Snorkeling|Snorkeling 
Trout|Trout 
Extension_cord|Extension cord 
Side_dish|Side dish 
Pruning_shears|Pruning shears 
Pecorino_Romano|Pecorino Romano 
Lightning_rod|Lightning rod 
Angel_food_cake|Angel food cake 
Zotero|Zotero 
ZX_Microdrive|ZX Microdrive 
_cheese|Samsø cheese 
Chocolate_cake|Chocolate cake 
Moving_company|Moving company 
Acetic_acid|Acetic acid 
Silver|Silver 
Injera|Injera 
TRIAC|TRIAC 
Froe|Froe 
D_battery|D battery 
Pinconning_cheese|Pinconning cheese 
Tent|Tent 
Apple_II_series|Apple II series 
Chicken_wire|Chicken wire 
Rhubarb_forcer|Rhubarb forcer 
Vise|Vise 
Racing_bicycle|Racing bicycle 
Antonov_A-1|Antonov A-1 
Crinoline|Crinoline 
DC_motor|DC motor 
Bar_stool|Bar stool 
Flash_memory|Flash memory 
Colin_McRae_Rally|Colin McRae Rally 
Milling_machine|Milling machine 
LR5|LR5 
Application_server|Application server 
Calcium|Calcium 
Elephant_gun|Elephant gun 
Incandescent_light_bulb|Incandescent light bulb 
Toast|Toast 
Drink|Drink 
Label|Label 
Doppio|Doppio 
Hook_ladder|Hook ladder 
|Zest (ingredient) 
Pixar|Pixar 
Spirit_level|Spirit level 
Maid_service|Maid service 
Crustless_bread|Crustless bread 
Selective_inverted_sink|Selective inverted sink 
Serviced_apartment|Serviced apartment 
Ceramic_tile_cutter|Ceramic tile cutter 
Knowledge_management|Knowledge management 
Lancashire_cheese|Lancashire cheese 
arnaise_sauce|Béarnaise sauce 
Operational_definition|Operational definition 
Outdoor_fireplace|Outdoor fireplace 
Faldstool|Faldstool 
Snail|Snail 
Cheese_bun|Cheese bun 
Lion|Lion 
|Router table (woodworking) 
Hair_iron|Hair iron 
Nail_polish|Nail polish 
Hacking_knife|Hacking knife 
Deluge_gun|Deluge gun 
Whiteboard|Whiteboard 
Meal|Meal 
Concrete_mixer|Concrete mixer 
Health_maintenance_organization|Health maintenance organization 
Blow_torch|Blow torch 
Pectin|Pectin 
|Hose (tubing) 
Stepper_motor|Stepper motor 
Redcurrant|Redcurrant 
Curb|Curb 
Fermented_bean_paste|Fermented bean paste 
Framing_hammer|Framing hammer 
|Server (computing) 
Phosphorous_acid|Phosphorous acid 
Halogen_lamp|Halogen lamp 
Triplestore|Triplestore 
Head_cheese|Head cheese 
Trading_card|Trading card 
Honey|Honey 
Browser_game|Browser game 
Edible_ink_printing|Edible ink printing 
Vark|Vark 
Clothing|Clothing 
Sex_worker|Sex worker 
IPad|IPad 
Cart|Cart 
Brush_hook|Brush hook 
Allura_Red_AC|Allura Red AC 
Personal_protective_equipment|Personal protective equipment 
Zilog_Z80|Zilog Z80 
Couch|Couch 
Oscillograph|Oscillograph 
Knackwurst|Knackwurst 
Crusher|Crusher 
Drawing_board|Drawing board 
Spezi|Spezi 
|Stock (food) 
Jeans|Jeans 
|Router (woodworking) 
Room|Room 
Peugeot|Peugeot 
Fixed-wing_aircraft|Fixed-wing aircraft 
a|Kahlúa 
Torta_del_Casar|Torta del Casar 
Cadillac|Cadillac 
Limnognathia|Limnognathia 
Espresso|Espresso 
Long_black|Long black 
Aluminium|Aluminium 
Drill|Drill 
Spudger|Spudger 
Screw_gun|Screw gun 
Rope|Rope 
Mascarpone|Mascarpone 
Grana_Padano|Grana Padano 
Vinaigrette|Vinaigrette 
Buccellato|Buccellato 
Corrections|Corrections 
Metallic_paint|Metallic paint 
Grouper|Grouper 
Tractor|Tractor 
Block_plane|Block plane 
Telephone|Telephone 
Thermistor|Thermistor 
Moral_panic|Moral panic 
ZX_Spectrum|ZX Spectrum 
Electric_power_distribution|Electric power distribution 
Aircraft_lavatory|Aircraft lavatory 
ZX81|ZX81 
Watch|Watch 
Synthetic_vision_system|Synthetic vision system 
Cassareep|Cassareep 
Saumagen|Saumagen 
Chocolate_Crunchies|Chocolate Crunchies 
Search_engine_optimization|Search engine optimization 
Ricotta|Ricotta 
Chicago_Rockets|Chicago Rockets 
Headlamp|Headlamp 
Book|Book 
Lowboy|Lowboy 
Field-effect_transistor|Field-effect transistor 
Endmill|Endmill 
Garden_hose|Garden hose 
Master_data_management|Master data management 
Green_sauce|Green sauce 
Lodging|Lodging 
Menu|Menu 
Carrot_cake|Carrot cake 
Automotive_lighting|Automotive lighting 
Viola|Viola 
Intel_8061|Intel 8061 
Halide|Halide 
Strained_yogurt|Strained yogurt 
Roof|Roof 
Solvent|Solvent 
Sweet_potato|Sweet potato 
Dampfnudel|Dampfnudel 
Steel_square|Steel square 
Physician|Physician 
Theremin|Theremin 
Angry_Birds|Angry Birds 
Map|Map 
Vacuum_tube|Vacuum tube 
dle|Flädle 
Automobile|Automobile 
Wood_shingle|Wood shingle 
Campsite|Campsite 
Dibber|Dibber 
Shanklish|Shanklish 
Hoop_skirt|Hoop skirt 
Blu-ray_Disc|Blu-ray Disc 
Undergarment|Undergarment 
Honey_extractor|Honey extractor 
Off-the-grid|Off-the-grid 
Pulaski|Pulaski (tool) 
Virtuoso|Virtuoso 
Toilet_roll_holder|Toilet roll holder 
Spiced_bun|Spiced bun 
Evansdale_Cheese|Evansdale Cheese 
Coquetdale_cheese|Coquetdale cheese 
Streusel|Streusel 
Parking_lot|Parking lot 
Informatica|Informatica 
Butterfly|Butterfly 
Pizza|Pizza 
Kefalotyri|Kefalotyri 
Morning_dress|Morning dress 
Broadaxe|Broadaxe 
Post_hole_digger|Post hole digger 
Bread_crumbs|Bread crumbs 
Spreewald_gherkins|Spreewald gherkins 
Nut|Nut (climbing) 
Presta_valve|Presta valve 
Miniature_wargaming|Miniature wargaming 
Lebkuchen|Lebkuchen 
Bath_brick|Bath brick 
Fixed_rope|Fixed rope 
Television|Television 
Compiler|Compiler 
Croglin|Croglin 
Clothes_dryer|Clothes dryer 
Aachener_Printen|Aachener Printen 
Catering|Catering 
Digital_single-lens_reflex_camera|Digital single-lens reflex camera 
Dessert|Dessert 
Computer_monitor|Computer monitor 
Manure_spreader|Manure spreader 
American_cheese|American cheese 
Registered_Investment_Advisor|Registered Investment Advisor 
Gabion|Gabion 
Deviled_egg|Deviled egg 
Roast_goose|Roast goose 
Wind_turbine|Wind turbine 
Persipan|Persipan 
Rubing|Rubing 
Stevedore|Stevedore 
Commodore_VIC-20|Commodore VIC-20 
Himbeergeist|Himbeergeist 
Electric_watch|Electric watch 
Maillon|Maillon 
Heritage_tourism|Heritage tourism 
Athlon_II|Athlon II 
Function_hall|Function hall 
Vapor_steam_cleaner|Vapor steam cleaner 
Mouse|Mouse 
Varistor|Varistor 
Rasp|Rasp 
Zwiebelkuchen|Zwiebelkuchen 
Carbon_monoxide_detector|Carbon monoxide detector 
Prosecutor|Prosecutor 
Billhook|Billhook 
Resort|Resort 
Submarine|Submarine 
Tequeño|Tequeño 
Meat_extract|Meat extract 
Zilog_Z8000|Zilog Z8000 
Quotation_mark|Quotation mark 
Relay|Relay 
Diamond_blade|Diamond blade 
Kilt|Kilt 
Intel_MCS-48|Intel MCS-48 
Flugelhorn|Flugelhorn 
Hancock_air_whistle|Hancock air whistle 
Staffordshire_blue_brick|Staffordshire blue brick 
Hyundai|Hyundai 
Umnumzaan|Umnumzaan 
Wedding_photography|Wedding photography 
Ball-peen_hammer|Ball-peen hammer 
Building_material|Building material 
Brush|Brush 
Reamer|Reamer 
Symbion|Symbion 
Leibniz-Keks|Leibniz-Keks 
Needle-nose_pliers|Needle-nose pliers 
Shovel|Shovel 
Teacake|Teacake 
Genre|Genre 
Rebar|Rebar 
Rye_bread|Rye bread 
DDR2_SDRAM|DDR2 SDRAM 
Arsenic|Arsenic 
Educational_film|Educational film 
Sour_cherry_soup|Sour cherry soup 
Crouton|Crouton 
Arroz_con_pollo|Arroz con pollo 
TRS-80|TRS-80 
Wurstsalat|Wurstsalat 
Switch|Switch 
Goat_cheese|Goat cheese 
Clarinet|Clarinet 
Easter_bread|Easter bread 
Condominium|Condominium 
Korovai|Korovai 
Embedded_system|Embedded system 
Antibody|Antibody 
Lap_desk|Lap desk 
Virtuoso_Universal_Server|Virtuoso Universal Server 
London_Bridge|London Bridge 
Schlachteplatte|Schlachteplatte 
Autogyro|Autogyro 
Hacksaw|Hacksaw 
Hand_saw|Hand saw 
Cake|Cake 
Leberkäse|Leberkäse 
Roman_concrete|Roman concrete 
Caesar_salad|Caesar salad 
Furniture|Furniture 
Inclinometer|Inclinometer 
Burglar_alarm|Burglar alarm 
Mass_flow_controller|Mass flow controller 
Kassler|Kassler 
Rose_water|Rose water 
Potentiometer|Potentiometer 
Cottage_loaf|Cottage loaf 
Chevrolet|Chevrolet 
Schweinshaxe|Schweinshaxe 
Preservative|Preservative 
Beaverboard|Beaverboard 
Shut_down_valve|Shut down valve 
Backsaw|Backsaw 
ger|Landjäger 
Zero-turn_mower|Zero-turn mower 
Aspic|Aspic 
Girandole|Girandole 
Curry|Curry 
PIC_microcontroller|PIC microcontroller 
Elbrus_2000|Elbrus 2000 
Precooled_jet_engine|Precooled jet engine 
Bradawl|Bradawl 
Oxygen_mask|Oxygen mask 
Physical_vapor_deposition|Physical vapor deposition 
BMW|BMW 
Campus_board|Campus board 
Laser_printing|Laser printing 
Electromagnetic_compatibility|Electromagnetic compatibility 
Paragliding|Paragliding 
Marshmallow|Marshmallow 
Jaguar|Jaguar 
Hydraulic_motor|Hydraulic motor 
Volkswagen|Volkswagen 
Position_sensor|Position sensor 
Stollen|Stollen 
Kesong_puti|Kesong puti 
Impact_wrench|Impact wrench 
Lawn|Lawn 
Bromine|Bromine 
Focaccia|Focaccia 
|Punch (tool) 
Straightedge|Straightedge 
Data_logger|Data logger 
Loppers|Loppers 
Asphalt|Asphalt 
Ingredient|Ingredient 
House|House 
Rupture_disc|Rupture disc 
Scratch_stock|Scratch stock 
Writing|Writing 
Pneumatic_torque_wrench|Pneumatic torque wrench 
Heat-shrink_tubing|Heat-shrink tubing 
Mobile_phone|Mobile phone 
rdsost|Herrgårdsost 
Anchovy|Anchovy 
String_trimmer|String trimmer 
Online_game|Online game 
Ductile_iron|Ductile iron 
Pencil|Pencil 
Beer_bread|Beer bread 
Molbo_cheese|Molbo cheese 
Slide_check|Slide check 
Tool_bit|Tool bit 
Transistor|Transistor 
Coconut_milk|Coconut milk 
Climbing_harness|Climbing harness 
Software_as_a_service|Software as a service 
Lively_Laddie|Lively Laddie 
Damp_proofing|Damp proofing 
|Mouse (computing) 
Product| 
Barm_cake|Barm cake 
Formal_trousers|Formal trousers 
ck|Spritzgebäck 
Bathroom|Bathroom 
Band_knife|Band knife 
Marman_clamp|Marman clamp 
Bublik|Bublik 
Coffee|Coffee 
Grater|Grater 
Kohlwurst|Kohlwurst 
Pecorino_Siciliano|Pecorino Siciliano 
Cello|Cello 
Coupon|Coupon 
Bratwurst|Bratwurst 
Bankruptcy|Bankruptcy 
|Miniature figure (gaming) 
Billiard_table|Billiard table 
Tea_set|Tea set 
Banana_bread|Banana bread 
Burin|Burin 
Monks_bench|Monks bench 
Dairy_product|Dairy product 
Skillion_roof|Skillion roof 
Whole_wheat_bread|Whole wheat bread 
Magnetic_amplifier|Magnetic amplifier 
Angle_grinder|Angle grinder 
Duckbill_valve|Duckbill valve 
Pasta|Pasta 
Antivirus_software|Antivirus software 
Buick|Buick 
Induction_motor|Induction motor 
Mercedes-Benz|Mercedes-Benz 
General_Dynamics_F-16_Fighting_Falcon|General Dynamics F-16 Fighting Falcon 
Scalpel|Scalpel 
Libro|Libro 
Jewellery|Jewellery 
Clam_liquor|Clam liquor 
Sioux_City_Art_Center|Sioux City Art Center 
Sulfonamide|Sulfonamide 
Soldering|Soldering 
Peanut_butter|Peanut butter 
Computer|Computer 
Floorcloth|Floorcloth 
Tia_Maria|Tia Maria 
Liverwurst|Liverwurst 
Wheat|Wheat 
Frikadeller|Frikadeller 
Electric_torque_wrench|Electric torque wrench 
Bread_sauce|Bread sauce 
Pitot_tube|Pitot tube 
String_cheese|String cheese 
Suckling_pig|Suckling pig 
Fire_brick|Fire brick 
Toy_soldier|Toy soldier 
Wireless|Wireless 
Blachindla|Blachindla 
Original_sin|Original sin 
Mechanical_rectifier|Mechanical rectifier 
Nightstand|Nightstand 
Pin|Pin 
Vacuum_cleaner|Vacuum cleaner 
Olympus_C-770_Movie|Olympus C-770 Movie 
Rhubarb|Rhubarb 
AC_converter|AC/AC converter 
Sensor|Sensor 
Kettle|Kettle 
Chip_heater|Chip heater 
Safety_valve|Safety valve 
Fastener|Fastener 
Loan|Loan 
Mountain_Locator_Unit|Mountain Locator Unit 
Climbing_shoe|Climbing shoe 
missaire|Bouq Émissaire 
Horse|Horse 
